layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
19,104073.16,51928.29,322.6037,227.87779,303.8944,12068.388," great. I went with it and no looking back, no regrets. There’s no hard feelings"
20,114230.88,62077.812,337.9806,249.15419,315.84515,15512.918," great. I went with it and no looking back, no regrets. There’s no hard feelings"
21,148730.92,82451.2,385.6565,287.1432,355.35828,18423.928," great. I went with it and no looking back, no regrets. There’s no hard feelings"
22,197832.7,111262.766,444.78387,333.56073,417.46744,23868.086," great. I went with it and no looking back, no regrets. There’s no hard feelings"
23,246942.53,139433.25,496.93314,373.40762,470.02768,28110.277," great. I went with it and no looking back, no regrets. There’s no hard feelings"
24,290501.3,164249.4,538.98175,405.27695,504.46854,34146.875," great. I went with it and no looking back, no regrets. There’s no hard feelings"
25,319852.8,212529.22,565.5553,461.0089,510.11255,42325.344," great. I went with it and no looking back, no regrets. There’s no hard feelings"
1,5970.8,6602.0986,77.27095,81.253296,74.73562,385.66943,"rus to try to shut down abortion clinics in his state, endangering women’s right"
2,7236.082,6080.597,85.06516,77.97819,78.99491,959.6739,"rus to try to shut down abortion clinics in his state, endangering women’s right"
3,7781.159,4891.8926,88.21088,69.94206,82.30299,946.2689,"rus to try to shut down abortion clinics in his state, endangering women’s right"
4,8059.0215,4647.3433,89.77206,68.171425,79.60081,1609.9463,"rus to try to shut down abortion clinics in his state, endangering women’s right"
5,9321.628,5350.0063,96.54858,73.14374,89.30923,1306.4001,"rus to try to shut down abortion clinics in his state, endangering women’s right"
6,10880.234,5431.711,104.308365,73.70014,96.93165,1730.5004,"rus to try to shut down abortion clinics in his state, endangering women’s right"
7,10500.035,5313.968,102.46968,72.896965,92.73931,1593.5664,"rus to try to shut down abortion clinics in his state, endangering women’s right"
8,11144.809,6292.157,105.56898,79.32312,98.40059,1644.6205,"rus to try to shut down abortion clinics in his state, endangering women’s right"
9,12690.326,6879.6475,112.651344,82.94364,103.35181,1819.3845,"rus to try to shut down abortion clinics in his state, endangering women’s right"
10,19061.062,9423.27,138.06181,97.073524,131.87955,2347.93,"rus to try to shut down abortion clinics in his state, endangering women’s right"
11,18961.639,9885.02,137.70126,99.42344,128.16745,3249.2998,"rus to try to shut down abortion clinics in his state, endangering women’s right"
12,26101.727,12483.848,161.56029,111.73114,149.61406,4009.1946,"rus to try to shut down abortion clinics in his state, endangering women’s right"
13,22704.371,12498.098,150.6797,111.79489,136.76205,4286.254,"rus to try to shut down abortion clinics in his state, endangering women’s right"
14,29908.64,17112.121,172.94115,130.81331,154.53098,4538.6904,"rus to try to shut down abortion clinics in his state, endangering women’s right"
15,32303.895,19885.324,179.73285,141.01534,166.78635,5017.654,"rus to try to shut down abortion clinics in his state, endangering women’s right"
16,39600.01,25089.863,198.99751,158.3978,183.61194,5257.6543,"rus to try to shut down abortion clinics in his state, endangering women’s right"
17,50394.195,36630.406,224.48651,191.39072,208.02791,7740.153,"rus to try to shut down abortion clinics in his state, endangering women’s right"
18,53729.63,40660.914,231.79652,201.64552,207.85928,8401.798,"rus to try to shut down abortion clinics in his state, endangering women’s right"
19,71551.45,51487.58,267.49103,226.90874,243.35016,10880.069,"rus to try to shut down abortion clinics in his state, endangering women’s right"
20,92079.164,63008.895,303.4455,251.01573,273.12524,14485.276,"rus to try to shut down abortion clinics in his state, endangering women’s right"
21,119004.43,81216.26,344.97018,284.98465,312.5931,19095.967,"rus to try to shut down abortion clinics in his state, endangering women’s right"
22,174529.53,107708.56,417.7673,328.18982,389.5665,24415.266,"rus to try to shut down abortion clinics in his state, endangering women’s right"
23,190566.4,133675.16,436.53912,365.61612,391.8755,33634.297,"rus to try to shut down abortion clinics in his state, endangering women’s right"
24,235689.03,185701.88,485.47815,430.9314,441.1373,41890.547,"rus to try to shut down abortion clinics in his state, endangering women’s right"
25,402002.34,314581.94,634.03656,560.87604,579.3053,52409.29,"rus to try to shut down abortion clinics in his state, endangering women’s right"
1,6217.0024,8566.595,78.84797,92.5559,78.33427,67.47263,n email.<br><br>Explore all available styles of wedding bands for men to find the most
2,6617.631,6050.7153,81.34882,77.78635,80.63831,186.33499,n email.<br><br>Explore all available styles of wedding bands for men to find the most
3,6228.846,4752.9253,78.92304,68.94146,76.51932,301.93692,n email.<br><br>Explore all available styles of wedding bands for men to find the most
4,6914.218,4177.3013,83.15178,64.63204,80.359406,347.65436,n email.<br><br>Explore all available styles of wedding bands for men to find the most
5,6182.4946,3975.4954,78.62884,63.05153,75.94231,399.21265,n email.<br><br>Explore all available styles of wedding bands for men to find the most
6,7497.159,5279.6772,86.586136,72.661385,82.42537,706.3324,n email.<br><br>Explore all available styles of wedding bands for men to find the most
7,7228.7275,4882.9424,85.02193,69.87805,79.36647,792.3592,n email.<br><br>Explore all available styles of wedding bands for men to find the most
8,8257.434,5524.791,90.87042,74.32894,85.80672,841.37305,n email.<br><br>Explore all available styles of wedding bands for men to find the most
9,8174.859,6104.252,90.414925,78.129715,85.23081,854.34314,n email.<br><br>Explore all available styles of wedding bands for men to find the most
10,9253.396,8037.87,96.19457,89.65417,90.73091,1109.8054,n email.<br><br>Explore all available styles of wedding bands for men to find the most
11,10249.941,8773.847,101.242,93.668816,94.12708,1508.7468,n email.<br><br>Explore all available styles of wedding bands for men to find the most
12,10830.369,11620.596,104.06906,107.79887,91.95045,1781.9243,n email.<br><br>Explore all available styles of wedding bands for men to find the most
13,13764.889,10569.431,117.32386,102.80774,110.45187,1837.2166,n email.<br><br>Explore all available styles of wedding bands for men to find the most
14,18893.674,15465.713,137.45425,124.36122,126.33333,2460.5176,n email.<br><br>Explore all available styles of wedding bands for men to find the most
15,22422.34,18495.074,149.7409,135.9966,140.10231,2930.5967,n email.<br><br>Explore all available styles of wedding bands for men to find the most
16,35169.945,22140.434,187.53651,148.79662,174.54002,3106.494,n email.<br><br>Explore all available styles of wedding bands for men to find the most
17,47581.523,34094.15,218.1319,184.64601,205.80948,4194.494,n email.<br><br>Explore all available styles of wedding bands for men to find the most
18,52884.78,36647.715,229.96692,191.43593,214.81453,5224.039,n email.<br><br>Explore all available styles of wedding bands for men to find the most
19,77908.25,46410.336,279.12048,215.43059,268.5116,5995.306,n email.<br><br>Explore all available styles of wedding bands for men to find the most
20,118338.8,58998.984,344.00406,242.89706,331.15927,8744.383,n email.<br><br>Explore all available styles of wedding bands for men to find the most
21,147581.81,79306.17,384.1638,281.61353,363.46826,11170.352,n email.<br><br>Explore all available styles of wedding bands for men to find the most
22,222771.38,113036.09,471.98663,336.2084,454.41687,15670.129,n email.<br><br>Explore all available styles of wedding bands for men to find the most
23,278980.03,141139.25,528.1856,375.68503,506.17715,22616.146,n email.<br><br>Explore all available styles of wedding bands for men to find the most
24,358549.62,178127.0,598.79016,422.05093,573.2863,30185.732,n email.<br><br>Explore all available styles of wedding bands for men to find the most
25,432576.25,217371.64,657.70526,466.23132,621.0166,42065.79,n email.<br><br>Explore all available styles of wedding bands for men to find the most
1,7477.5425,12001.45,86.472786,109.55113,81.56201,555.8424,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
2,9499.626,8436.427,97.46603,91.85002,91.97424,1056.3994,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
3,11249.099,6872.051,106.06177,82.897835,98.99973,1190.1166,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
4,10113.834,5161.9224,100.56756,71.84652,93.77426,1197.1116,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
5,11467.307,7770.864,107.08551,88.152504,102.7161,922.22577,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
6,10701.374,5223.1787,103.44745,72.27156,94.81825,1588.0532,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
7,12308.766,6084.8794,110.94488,78.00564,101.36047,1702.5465,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
8,14130.994,7557.422,118.873856,86.93343,113.69922,1735.7468,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
9,16666.812,8617.953,129.1,92.83293,124.07079,2265.8994,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
10,23853.404,11099.6045,154.44548,105.35466,146.86458,2909.1443,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
11,27201.29,12004.244,164.92813,109.56388,154.89418,3478.665,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
12,32990.84,14183.195,181.6338,119.09322,168.97607,4318.6685,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
13,35122.035,15928.471,187.40874,126.208046,177.88426,4782.8193,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
14,44930.746,20067.918,211.96873,141.66129,198.01677,6293.052,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
15,45152.156,21702.45,212.49037,147.3175,198.43036,6003.6523,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
16,65406.94,30199.36,255.7478,173.77963,244.38062,7072.409,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
17,80846.76,38889.926,284.33563,197.20529,270.76425,9114.98,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
18,79109.01,41949.547,281.26324,204.81589,264.7343,8908.446,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
19,90447.516,49923.742,300.74493,223.43622,284.69156,10179.497,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
20,119223.92,61128.977,345.28818,247.24275,333.86926,12110.289,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
21,150788.19,79948.055,388.31454,282.7509,368.1949,14819.215,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
22,197774.9,99704.75,444.7189,315.7606,416.12424,21782.004,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
23,243751.48,123651.46,493.71194,351.64108,451.14835,30966.484,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
24,314553.06,160986.1,560.8503,401.2307,522.461,37757.344,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
25,388624.5,204829.08,623.3975,452.58047,579.98596,48382.13,"es, or meat packing companies buy pork bellies, etc. But even on the commodities"
1,5762.431,9214.059,75.910675,95.98989,72.99143,373.99402," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
2,7730.515,7360.5396,87.92335,85.79359,79.75305,1368.04," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
3,7188.491,4136.7295,84.78497,64.31741,76.2916,1108.0105," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
4,5538.849,3789.2578,74.42345,61.55695,67.556274,1129.4133," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
5,6016.9277,3687.7837,77.568855,60.727123,72.568504,939.4748," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
6,6650.4844,3924.483,81.5505,62.645695,75.325935,1137.5997," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
7,6010.118,4768.8867,77.52495,69.05713,69.61017,1080.1946," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
8,7126.1245,5525.31,84.416374,74.33243,79.55083,1102.3708," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
9,7890.8384,6783.8433,88.83039,82.36409,82.69041,1308.2808," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
10,9079.902,7392.9707,95.28852,85.98238,87.90201,1581.3376," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
11,10589.609,8602.819,102.90583,92.75138,93.702484,2093.8984," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
12,13535.107,9898.684,116.34048,99.49213,102.99209,2387.5676," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
13,12428.032,11666.059,111.48109,108.00953,99.73276,2731.471," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
14,19066.846,14946.649,138.08275,122.25649,124.58246,3632.013," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
15,20984.73,17718.604,144.86107,133.11125,127.53405,4520.604," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
16,22998.723,20664.684,151.6533,143.75217,136.7302,4361.9463," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
17,27896.727,30000.363,167.02313,173.20613,147.57277,5939.5156," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
18,31252.816,30446.26,176.78467,174.48857,155.74103,5410.118," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
19,35659.61,40793.78,188.83752,201.9747,174.27199,5778.4453," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
20,47955.39,45368.5,218.9872,212.99883,202.44864,6801.144," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
21,64645.22,57977.516,254.25424,240.7852,236.9083,8881.707," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
22,87090.79,73576.914,295.11148,271.25064,269.83002,11759.934," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
23,113289.9,96554.11,336.58566,310.73157,304.9171,16000.9375," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
24,148085.19,137646.19,384.8184,371.007,349.51126,20890.846," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
25,279416.72,214476.06,528.5988,463.1156,491.4421,27616.754," PARTİ : % 63,1 8.807 MHP : % 7,74 1.081 MİLLET İTTİFAKI : % 15,53 2.168 CHP : %"
1,7280.9673,5788.1406,85.32858,76.079834,75.31025,1247.727, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
2,9160.043,7529.4004,95.708115,86.77212,88.80063,1457.1042, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
3,10952.643,11268.208,104.65488,106.15182,100.07417,1290.9266, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
4,10949.891,4804.9785,104.64172,69.317955,94.24878,1895.0953, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
5,10908.076,11158.963,104.441734,105.635994,100.5123,1140.5432, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
6,11286.295,5377.0625,106.23698,73.32845,96.52226,1811.7009, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
7,13421.871,6174.7627,115.8528,78.57966,105.96955,1822.155, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
8,16729.783,7311.036,129.34366,85.5046,120.30469,2133.7844, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
9,18539.074,8384.209,136.15826,91.56532,129.64784,2480.5325, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
10,26311.85,10925.35,162.20927,104.5244,148.23892,3380.0024, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
11,27213.422,11281.881,164.9649,106.2162,149.57524,3925.938, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
12,35504.312,14561.223,188.42589,120.66989,171.83478,4549.792, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
13,31833.64,13790.242,178.41985,117.43186,165.48215,4691.4033, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
14,45430.64,19502.0,213.14465,139.64957,199.15091,5439.045, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
15,52858.875,22802.535,229.91058,151.00508,222.8876,6616.164, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
16,70141.92,30217.9,264.8432,173.83296,254.26988,7084.753, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
17,95815.875,42734.39,309.54138,206.72298,300.66864,9674.199, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
18,90908.055,41587.363,301.5096,203.9298,284.54163,10077.299, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
19,120957.44,56104.117,347.78937,236.86308,331.83673,12036.57, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
20,118360.94,57446.36,344.03625,239.6797,330.08383,13422.562, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
21,149014.44,74562.28,386.0239,273.06094,361.80072,16615.473, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
22,191456.31,98631.52,437.55722,314.05655,406.0961,22321.973, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
23,217841.14,123614.47,466.73456,351.5885,433.11322,28210.617, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
24,247190.78,151656.23,497.18283,389.43066,456.8403,35229.215, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
25,309147.44,195688.75,556.0103,442.36722,512.9139,39379.863, did Marilyn take on the mantle of artfully eroticized stupidity?<br><br>The archetype
1,6991.506,13606.394,83.61523,116.64645,80.38882,761.4237, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
2,8565.303,8635.032,92.54892,92.92487,86.63578,1176.3093, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
3,10612.535,6700.4277,103.01716,81.85614,97.45426,1190.6437, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
4,9714.865,5436.0664,98.56402,73.72968,92.05703,1286.917, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
5,11347.337,6026.52,106.52388,77.63066,100.9982,1028.1759, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
6,10449.044,5641.339,102.220566,75.10885,96.0107,1512.1819, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
7,11778.531,6276.1074,108.52894,79.221886,101.29775,1425.1982, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
8,18480.0,9522.669,135.94116,97.58416,128.47273,1817.2251, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
9,21398.617,10877.696,146.28267,104.296196,139.1359,2044.2491, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
10,26057.123,12983.738,161.4222,113.946205,154.46526,3045.6704, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
11,34113.195,16812.04,184.69757,129.66125,174.0189,3799.7256, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
12,49103.72,24646.76,221.59358,156.99286,211.62805,4271.4395, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
13,34081.746,17098.346,184.61243,130.76064,172.80371,4227.51, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
14,46375.9,23491.012,215.35065,153.26778,202.73541,5266.637, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
15,46712.67,24038.059,216.13115,155.04211,202.65166,6187.283, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
16,69797.05,35559.117,264.1913,188.57126,256.85797,6183.764, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
17,84299.305,44113.04,290.3434,210.03104,281.18808,9375.916, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
18,75910.62,42900.746,275.51883,207.12495,263.1921,9925.154, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
19,105939.55,62589.58,325.48355,250.1791,310.4176,12998.591, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
20,135590.2,74140.75,368.22574,272.288,356.716,15359.818, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
21,165098.81,86274.35,406.32352,293.72495,378.49323,21333.904, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
22,226766.53,126065.8,476.2001,355.05746,454.56082,29582.848, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
23,288324.25,155754.75,536.9583,394.65778,484.2751,47742.902, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
24,361060.38,192127.97,600.883,438.32404,551.3819,63625.66, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
25,486267.6,242519.72,697.3289,492.46292,629.16583,84578.36, terrifying sentence of 20 years in a federal penitentiary. Their crime? Growing
1,7254.8403,16083.647,85.175354,126.82132,84.33408,187.55011,"bex Group, a professional services firm that provides consultation and marketing"
2,8598.469,8109.9033,92.72793,90.055,89.58565,463.65488,"bex Group, a professional services firm that provides consultation and marketing"
3,9563.131,6458.866,97.79126,80.36707,94.58388,478.92297,"bex Group, a professional services firm that provides consultation and marketing"
4,9158.074,5747.2485,95.69783,75.81061,91.9323,557.4367,"bex Group, a professional services firm that provides consultation and marketing"
5,9003.423,5101.332,94.88637,71.42361,91.56839,542.28076,"bex Group, a professional services firm that provides consultation and marketing"
6,8744.105,5574.4873,93.50992,74.66249,89.49513,777.23,"bex Group, a professional services firm that provides consultation and marketing"
7,9405.727,5801.0186,96.98312,76.16442,91.16923,806.3136,"bex Group, a professional services firm that provides consultation and marketing"
8,12990.43,6728.96,113.97556,82.030235,106.76056,1043.4583,"bex Group, a professional services firm that provides consultation and marketing"
9,15347.882,7890.3765,123.886566,88.82779,118.79612,991.8464,"bex Group, a professional services firm that provides consultation and marketing"
10,18305.346,9316.283,135.29726,96.5209,131.01646,1449.2883,"bex Group, a professional services firm that provides consultation and marketing"
11,22491.05,11380.869,149.97017,106.68116,143.19966,1950.647,"bex Group, a professional services firm that provides consultation and marketing"
12,28352.18,13814.137,168.38106,117.533554,160.07652,2369.6665,"bex Group, a professional services firm that provides consultation and marketing"
13,25673.684,14268.217,160.2301,119.44964,153.24426,2486.143,"bex Group, a professional services firm that provides consultation and marketing"
14,35330.49,18434.875,187.96407,135.77509,181.02658,3052.648,"bex Group, a professional services firm that provides consultation and marketing"
15,36004.977,20989.852,189.74977,144.87875,180.13866,3228.6301,"bex Group, a professional services firm that provides consultation and marketing"
16,51855.29,26858.238,227.71756,163.88483,219.57977,3516.2524,"bex Group, a professional services firm that provides consultation and marketing"
17,56798.535,34427.98,238.32443,185.54779,231.86975,4932.425,"bex Group, a professional services firm that provides consultation and marketing"
18,73312.59,39011.516,270.76297,197.51334,258.95993,5547.0903,"bex Group, a professional services firm that provides consultation and marketing"
19,87894.49,46930.668,296.47006,216.63487,284.1407,6642.254,"bex Group, a professional services firm that provides consultation and marketing"
20,114652.95,60045.086,338.60443,245.04099,330.18274,8387.734,"bex Group, a professional services firm that provides consultation and marketing"
21,139622.98,74855.81,373.6616,273.5979,360.07846,11727.696,"bex Group, a professional services firm that provides consultation and marketing"
22,187918.44,103299.69,433.4956,321.40268,413.30585,15746.459,"bex Group, a professional services firm that provides consultation and marketing"
23,231906.9,127286.3,481.56714,356.77206,449.22336,22622.277,"bex Group, a professional services firm that provides consultation and marketing"
24,305624.94,161124.66,552.83356,401.40335,507.5642,33134.707,"bex Group, a professional services firm that provides consultation and marketing"
25,378624.94,201346.23,615.3251,448.71622,568.573,46187.38,"bex Group, a professional services firm that provides consultation and marketing"
1,5640.9224,5410.1685,75.10607,73.55385,73.743576,166.8948,"merican freedom, which somehow waddled its way halfway around the world, and now"
2,6524.5537,6194.1963,80.77471,78.70322,78.84675,267.65167,"merican freedom, which somehow waddled its way halfway around the world, and now"
3,5549.976,4813.121,74.49816,69.37666,72.55377,304.14673,"merican freedom, which somehow waddled its way halfway around the world, and now"
4,5919.006,4632.35,76.935074,68.06137,72.93786,468.6671,"merican freedom, which somehow waddled its way halfway around the world, and now"
5,7708.674,4838.4873,87.79906,69.559235,85.17963,415.3117,"merican freedom, which somehow waddled its way halfway around the world, and now"
6,8457.479,5079.6514,91.964554,71.271675,89.13836,722.056,"merican freedom, which somehow waddled its way halfway around the world, and now"
7,8119.1777,5648.1816,90.10648,75.15439,86.36001,785.6591,"merican freedom, which somehow waddled its way halfway around the world, and now"
8,9830.774,6136.5586,99.15026,78.33619,94.19995,975.18976,"merican freedom, which somehow waddled its way halfway around the world, and now"
9,10940.746,6854.9033,104.59802,82.79434,98.740616,1207.9307,"merican freedom, which somehow waddled its way halfway around the world, and now"
10,13486.215,8485.413,116.130165,92.1163,106.51737,1730.1995,"merican freedom, which somehow waddled its way halfway around the world, and now"
11,15094.465,9432.814,122.859535,97.12268,112.40333,2329.4414,"merican freedom, which somehow waddled its way halfway around the world, and now"
12,17591.893,11587.553,132.63443,107.64549,121.36844,2757.1372,"merican freedom, which somehow waddled its way halfway around the world, and now"
13,20305.469,12403.137,142.49725,111.36937,130.99422,3310.3674,"merican freedom, which somehow waddled its way halfway around the world, and now"
14,29681.95,17333.492,172.2845,131.65672,155.67508,4225.3413,"merican freedom, which somehow waddled its way halfway around the world, and now"
15,33273.344,20910.668,182.40982,144.60521,175.03728,4889.4624,"merican freedom, which somehow waddled its way halfway around the world, and now"
16,40112.53,24522.293,200.28113,156.59595,191.98112,5525.521,"merican freedom, which somehow waddled its way halfway around the world, and now"
17,62323.125,34372.887,249.646,185.39926,234.31062,8029.95,"merican freedom, which somehow waddled its way halfway around the world, and now"
18,65655.96,36337.203,256.2342,190.6232,243.75592,7358.159,"merican freedom, which somehow waddled its way halfway around the world, and now"
19,87353.18,44281.5,295.55573,210.4317,273.92944,9010.218,"merican freedom, which somehow waddled its way halfway around the world, and now"
20,102339.76,51196.402,319.90585,226.26622,293.9087,11310.0625,"merican freedom, which somehow waddled its way halfway around the world, and now"
21,124908.68,65723.03,353.42422,256.36502,334.19803,13360.043,"merican freedom, which somehow waddled its way halfway around the world, and now"
22,167564.53,92660.39,409.34647,304.4017,382.38736,16582.457,"merican freedom, which somehow waddled its way halfway around the world, and now"
23,219669.47,120127.31,468.6891,346.59387,441.9226,22078.746,"merican freedom, which somehow waddled its way halfway around the world, and now"
24,264492.8,157222.7,514.28864,396.51318,483.80112,27385.402,"merican freedom, which somehow waddled its way halfway around the world, and now"
25,310604.94,201267.92,557.3194,448.62894,517.4653,37867.844,"merican freedom, which somehow waddled its way halfway around the world, and now"
1,2510.4226,2556.4717,50.10412,50.56156,49.963913,26.943281,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
2,3335.9192,3288.0522,57.757416,57.34154,56.74912,96.756805,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
3,2193.8547,2102.0352,46.838604,45.847958,45.929462,88.31773,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
4,3524.3323,2921.022,59.366085,54.04648,57.69547,198.83505,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
5,3085.4172,2659.1953,55.54653,51.567387,52.496204,347.71356,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
6,4989.4043,3380.467,70.63571,58.141785,65.79782,662.9536,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
